microsoft,18547817-84df-4c04-ba99-8986dcc6d6c1,2017-08-02 22:49:32.326+0000,Microsoft's Modern Events Platform (events.microsoft.com),//img.youtube.com/vi/vY8NoQs2WUQ/hqdefault.jpg,2017-08-02 22:49:32.326+0000,dc5a85b0-b997-4dad-88a3-8d58aa3debb3
microsoft,191213b1-5829-4f8b-88f1-9749bb14bae6,2017-08-02 23:05:11.789+0000,Microsoft Azure IP Advantage: Protecting Innovation in the Microsoft Cloud,//img.youtube.com/vi/gdptV1_4aUY/hqdefault.jpg,2017-08-02 23:05:11.789+0000,1f9c77b2-449b-4844-87fc-7f30fe99000a
microsoft,19e97090-5bea-414d-a927-43bdfb1f43a4,2017-08-03 00:39:30.173+0000,NASCAR & Microsoft: Driving Innovation Through Technology,//img.youtube.com/vi/uYY9b7-iDdQ/hqdefault.jpg,2017-08-03 00:39:30.173+0000,55ef643e-6561-4642-be0c-005a0090fca8
microsoft,1a0f258d-e997-4a5c-b0d5-df93e6b59ebd,2017-08-02 22:36:05.848+0000,Brad Anderson's Lunch Break / s5 e2 / Mary Jo Foley (part 2),//img.youtube.com/vi/jiFnWxv4MKk/hqdefault.jpg,2017-08-02 22:36:05.848+0000,170e6d41-d788-47dd-9c46-13eacc66a2fe
microsoft,1a18dfaa-9374-412e-bdc1-a3f366b88931,2017-08-02 23:11:55.190+0000,RSA 2017 Day One,//img.youtube.com/vi/SLXJuj_DXkk/hqdefault.jpg,2017-08-02 23:11:55.190+0000,d7f61bab-e178-46b0-a219-1881cb83ad7a
microsoft,1c734565-ebe0-4f08-b84c-ee173651bdfe,2017-08-02 23:10:16.429+0000,Tuesdays with Corey: Azure Active Directory Domain Services,//img.youtube.com/vi/AocqG_Hqp5w/hqdefault.jpg,2017-08-02 23:10:16.429+0000,df46363f-48d4-4a8f-b0c1-50492c4d485f
microsoft,1d2a8010-8e31-417d-b0fe-6727fabe5fb7,2017-08-02 22:53:34.746+0000,Microsoft Build 2017 | Azure Customers,//img.youtube.com/vi/P3A3UUxetE4/hqdefault.jpg,2017-08-02 22:53:34.746+0000,1e73f35f-31cc-4070-aa90-80facd0c05b9
microsoft,1f28a43b-0967-4562-acde-117c9c68cd48,2017-08-02 22:47:45.530+0000,Deploying a MEAN App to Azure,//img.youtube.com/vi/NRKOHIkUTb4/hqdefault.jpg,2017-08-02 22:47:45.530+0000,667da0f9-7c8a-4283-b2f4-b4efbdf11fb2
microsoft,1fc0ac6e-0660-42c5-9a10-95d4f81bc613,2017-08-03 00:21:10.872+0000,How to: Searching for a Flow template,//img.youtube.com/vi/ZJK8cYdjAic/hqdefault.jpg,2017-08-03 00:21:10.872+0000,6f0fbb8d-5c23-485b-ae67-6968da461d9c
microsoft,205b9e7a-80ea-4e00-a80f-58294d7ce309,2017-08-02 23:07:13.054+0000,Tuesdays with Corey: Internal use of Azure Bot Framework to improve support engineering,//img.youtube.com/vi/j9Wg5HkALXg/hqdefault.jpg,2017-08-02 23:07:13.054+0000,e82a90a0-8bfb-496f-9001-c457d3b91cec
microsoft,20b132d7-4a75-4839-b563-0da1b22a895a,2017-08-03 00:20:20.204+0000,Microsoft Cloud App Security Log Upload,//img.youtube.com/vi/CcAmgQ8dXA8/hqdefault.jpg,2017-08-03 00:20:20.204+0000,ccf98d6d-76a3-4177-bb60-bf63487d826d
microsoft,22450228-4eb8-4b91-97c2-c0a574a6eae9,2017-08-02 23:07:15.089+0000,Information Protection: Enterprise Mobility + Security,//img.youtube.com/vi/2lF3rNCkruo/hqdefault.jpg,2017-08-02 23:07:15.089+0000,ef3f8712-5c63-4b1d-a373-8e85d4c3e487
microsoft,2371c535-50f3-4d52-b9d4-b98f893b8346,2017-08-02 22:58:17.225+0000,AZGroups 2017 – Scott Guthrie Morning Session B,//img.youtube.com/vi/_uW0N1Re_wk/hqdefault.jpg,2017-08-02 22:58:17.225+0000,3163273e-9059-4b9f-986b-0ea8327de02e
microsoft,24600b1b-866c-4f76-a850-a35ac64554a3,2017-08-02 23:12:17.599+0000,Microsoft Azure IP Advantage: Protecting Innovation in the Microsoft Cloud,//img.youtube.com/vi/qRQqYn1mmG8/hqdefault.jpg,2017-08-02 23:12:17.599+0000,64580466-6ca9-45f7-9f14-058c8c23b2d7
microsoft,24eac782-b039-43da-b25c-5f7fbd66518f,2017-08-02 23:19:36.840+0000,Discover World Class Security at Microsoft’s Datacenters,//img.youtube.com/vi/r1cyTL8JqRg/hqdefault.jpg,2017-08-02 23:19:36.840+0000,2ca5d80f-afc4-4e57-bdc0-c8c698aad0e7
microsoft,25e00c2d-1f1c-4472-8d0f-02a9a33bf60d,2017-08-02 22:08:43.175+0000,Tieto on Azure Stack,//img.youtube.com/vi/ophISf9Oe-w/hqdefault.jpg,2017-08-02 22:08:43.175+0000,0b7b6bdb-b9a6-4c3a-b503-e3115b3c0a27
microsoft,2616793d-bb97-4e4e-b5ae-f609bd9b80c2,2017-08-02 23:09:05.102+0000,Enterprise Mobility + Security Training Video,//img.youtube.com/vi/avv6cgY54eI/hqdefault.jpg,2017-08-02 23:09:05.102+0000,d8623382-0603-4075-b48f-10451b12bf7d
microsoft,262a9044-61a7-43e7-bba8-dd270d06dd83,2017-08-02 23:20:27.832+0000,Why is AI so Hot  Right Now?,//img.youtube.com/vi/3s_vWkalMVk/hqdefault.jpg,2017-08-02 23:20:27.832+0000,ac956166-a616-46e4-957d-5f499f7be391
microsoft,263177ac-e12b-4ab1-b4fa-21529d30eb08,2017-08-03 00:25:36.206+0000,Julia White Announces Microsoft Ignite 2017,//img.youtube.com/vi/WqeIxsoiUV4/hqdefault.jpg,2017-08-03 00:25:36.206+0000,25820ccd-78f0-4cde-836e-616dcd462c10
microsoft,27997dbc-2873-4fc2-830a-b8936de585ad,2017-08-02 23:06:58.787+0000,Access all of your apps: Enterprise Mobility + Security,//img.youtube.com/vi/-qQ8XWlFcxk/hqdefault.jpg,2017-08-02 23:06:58.787+0000,dad73718-eb96-4c8d-9984-0bd84d99c5b6
microsoft,282d4bdc-6f54-4ea9-b276-8406c552f2c2,2017-08-02 23:24:42.916+0000,Managing Enterprise Apps in the New Azure Active Directory Management Portal,//img.youtube.com/vi/l5nMSZV69RM/hqdefault.jpg,2017-08-02 23:24:42.916+0000,6f415993-4263-42b4-871a-763b1657c6f3
microsoft,290cc298-508f-484b-b869-3429e8a713ed,2017-08-02 23:12:09.458+0000,Join us at RSA 2017 to learn about security at Microsoft,//img.youtube.com/vi/bF0ETZM3n6E/hqdefault.jpg,2017-08-02 23:12:09.458+0000,5badf037-750a-4990-8fda-ae4631ce7cad
microsoft,29425708-8c3d-4141-ab31-62ec306384c6,2017-08-02 22:18:30.812+0000,Enterprise Security & the Intelligent Security Graph,//img.youtube.com/vi/uj-S6w-HzYY/hqdefault.jpg,2017-08-02 22:18:30.812+0000,c9a4d835-2772-4344-81e7-d5e889fe577b
microsoft,2d34a837-5e1f-49ef-9080-457de88c9241,2017-08-02 22:13:00.474+0000,Datacom Group on Azure Stack,//img.youtube.com/vi/yumtiKJElMs/hqdefault.jpg,2017-08-02 22:13:00.474+0000,4dd0f5fa-09f2-469c-94fe-5645e51f50ac
microsoft,2fe3dd83-fc7a-42cc-87df-dd6dc9c0ab7a,2017-08-02 22:52:00.999+0000,Building an Intelligent Bot,//img.youtube.com/vi/-1wQQA2MnUY/hqdefault.jpg,2017-08-02 22:52:00.999+0000,2a1588ca-0bac-413a-87f0-2d6ace2305f0
microsoft,309aeb4b-ac8c-42eb-9707-5a247a678f8f,2017-08-02 23:18:21.395+0000,Introduction to Microsoft Flow,//img.youtube.com/vi/vWU6xmq3T8M/hqdefault.jpg,2017-08-02 23:18:21.395+0000,1ade11f8-a876-46ea-bf36-a3b7e948d4ce
microsoft,3107719a-0d0e-4c01-b903-455f9e168322,2017-08-02 22:22:00.647+0000,Applying data science and machine learning to enhance the user experience,//img.youtube.com/vi/flhu4xVQJcA/hqdefault.jpg,2017-08-02 22:22:00.647+0000,dc98fbda-8fa7-48e7-9afd-256a0bc7de5e
microsoft,319e4d7b-d33f-4d79-a24d-ae939ded3ea8,2017-08-03 00:42:25.634+0000,Leveraging NVIDIA GPUs in Azure,//img.youtube.com/vi/H9P6KqEwfaY/hqdefault.jpg,2017-08-03 00:42:25.634+0000,df5599f2-70ad-426b-addb-48f43e0a618f
microsoft,32b5728c-904a-47f5-b127-2bb1c96577a6,2017-08-02 23:11:46.036+0000,Enterprise Integration with Azure Logic Apps,//img.youtube.com/vi/eNWqT-N6P5U/hqdefault.jpg,2017-08-02 23:11:46.036+0000,5f638464-3586-46cb-bccc-daa0bab880f7
microsoft,332f9513-2a88-4784-b762-41a126d01c1f,2017-08-02 22:39:50.769+0000,Brad Anderson's Lunch Break / s5 e1 / Mary Jo Foley,//img.youtube.com/vi/wOJo7RBOW18/hqdefault.jpg,2017-08-02 22:39:50.769+0000,3f4f9d19-1a22-4f7b-b43b-7a9c53fcd30c
microsoft,34d31ec8-770f-4584-bd7b-4189e2666d68,2017-08-02 23:16:06.846+0000,The Power of Swagger: WebAPIs with Azure API Apps and Logic Apps,//img.youtube.com/vi/dj3_QRfNRxU/hqdefault.jpg,2017-08-02 23:16:06.846+0000,1be888ad-f7ce-4471-8ca9-18d9a1604c68
microsoft,3696e47b-8eae-43c2-9ca3-ad8fffaaa648,2017-08-02 23:18:36.683+0000,Hockey App Azure Insights,//img.youtube.com/vi/jX6SeyIXEOg/hqdefault.jpg,2017-08-02 23:18:36.683+0000,75e94dcb-53ad-4387-8740-85014955530b
microsoft,38e2e5f6-6e04-4708-a983-329ca6539495,2017-08-02 23:09:30.600+0000,The Power of Flow Buttons,//img.youtube.com/vi/4pOqViOyu9w/hqdefault.jpg,2017-08-02 23:09:30.600+0000,84f05c78-0337-42ee-8e25-dd56afcf6228
microsoft,38e6f978-c543-40d1-93d8-a1168b58f07e,2017-08-02 22:49:49.630+0000,"Microsoft on Trust, Privacy and the GDPR",//img.youtube.com/vi/7cTp6JsO7UU/hqdefault.jpg,2017-08-02 22:49:49.630+0000,e9c24992-e082-45c7-8be2-771f8eb8633b
microsoft,3af84132-c608-4c48-bf4d-4ba927795726,2017-08-02 23:15:29.119+0000,Azure Functions Integration,//img.youtube.com/vi/vU19R4i07hU/hqdefault.jpg,2017-08-02 23:15:29.119+0000,cb9fd463-93d9-44c5-aea1-2ab610f67e17
microsoft,3e1a6796-1d37-40e3-ab14-53939d910913,2017-08-02 22:11:55.202+0000,Microsoft Stream: Learn how to upload videos in just a few clicks,//img.youtube.com/vi/yOC-sbLhNL8/hqdefault.jpg,2017-08-02 22:11:55.202+0000,cda6e8d1-ccf7-40d3-8d3b-2ec4c9abb529
microsoft,41878a30-00a3-44f3-9676-f410e0bd2e3f,2017-08-02 23:04:15.761+0000,Customize table columns in Microsoft Azure Storage Explorer,//img.youtube.com/vi/iadevheO6S8/hqdefault.jpg,2017-08-02 23:04:15.761+0000,054f99ea-6fcf-49f9-90a9-2baa1834c6f8
microsoft,419e4713-559b-413c-aaec-c7f8766d0e78,2017-08-02 22:31:30.830+0000,Mobile Application Management without Enrollment,//img.youtube.com/vi/c_1kVBXtoA0/hqdefault.jpg,2017-08-02 22:31:30.830+0000,660aa28c-02ae-40ad-b8ed-08eb1633f5ec
microsoft,42a4c6ed-e3f4-4e37-9042-016cc582aea5,2017-08-02 23:12:50.203+0000,Getting Started with Azure Analysis Services,//img.youtube.com/vi/5OqihtF11iM/hqdefault.jpg,2017-08-02 23:12:50.203+0000,2b704995-37cf-4e8f-a899-3add45a0b3c6
microsoft,437afec3-38b3-4b66-83b6-1c0e29ac3388,2017-08-02 22:49:03.715+0000,What's new with Microsoft Cognitive Services,//img.youtube.com/vi/2aA8OEZ1wk8/hqdefault.jpg,2017-08-02 22:49:03.715+0000,07b4fde1-0b06-40a6-b109-e9fb12ba32f2
microsoft,45966b1a-a27c-4e54-b687-044421557524,2017-08-02 23:06:59.807+0000,Create a Windows Server Virtual Machine,//img.youtube.com/vi/YcylDIiKaSU/hqdefault.jpg,2017-08-02 23:06:59.807+0000,e58597d8-bfbf-4ccc-ae32-d4ea8553e140
microsoft,45da2d67-f126-4c57-a286-6d4b592fa4c9,2017-08-02 22:54:41.031+0000,Unleash your data from non-Microsoft data platforms,//img.youtube.com/vi/HyuKNkdtHG0/hqdefault.jpg,2017-08-02 22:54:41.031+0000,5ce47ba8-608d-4818-89ef-a94e5d8fb3b4
microsoft,45fe7640-5ead-473d-b4ad-48a08712d4d1,2017-08-03 00:25:41.302+0000,"How Microsoft IT empowers Corporate, External, and Legal Affairs with an Azure platform",//img.youtube.com/vi/emGOWcUZbOM/hqdefault.jpg,2017-08-03 00:25:41.302+0000,537a06bc-9887-4cc1-a7d4-fd40cab4dabe
microsoft,4737181c-e4c5-4050-9ff9-ecb3c532b40a,2017-08-03 00:29:51.429+0000,Deploying Web Apps Azure App Service Configuration Overview,//img.youtube.com/vi/1wSx_pXlbJg/hqdefault.jpg,2017-08-03 00:29:51.429+0000,cd8c63e7-e416-440e-b97b-e9e3a2407ce1
microsoft,47c693f2-1f52-43d2-b682-7c9b1ad25723,2017-08-02 23:20:31.916+0000,Microsoft Global Datacenters and Network Infrastructure,//img.youtube.com/vi/bqZrejosqWU/hqdefault.jpg,2017-08-02 23:20:31.916+0000,71ca685d-e420-4f11-83fe-9101f59f7758
microsoft,48208c1f-491e-412f-abc5-b0f7f66cc904,2017-08-02 22:09:55.504+0000,Cloud Factory on Azure Stack,//img.youtube.com/vi/84_m_bdBqYs/hqdefault.jpg,2017-08-02 22:09:55.504+0000,495edb39-2e7a-4cfa-b7af-88b4f6dd4085
microsoft,4848ae9c-8a86-40f0-9716-20f8da1b1956,2017-08-03 01:00:00.664+0000,How to REALLY use Microsoft Word: Headers and Footers,//img.youtube.com/vi/K2PXs4XnuHo/hqdefault.jpg,2017-08-03 01:00:00.664+0000,5dc45b25-2f03-4558-b642-e60de9a349e3
microsoft,488ba16d-baa3-4e6e-b2c8-296956ff5fca,2017-08-02 23:14:17.775+0000,"Brad Anderson's Lunch Break / s3 e7 / Mark Russinovich, CTO, Azure",//img.youtube.com/vi/vtDan8XUKU0/hqdefault.jpg,2017-08-02 23:14:17.775+0000,88e6f694-932c-4fed-86ba-5c171023ce5c
microsoft,49ad14d9-6a0c-4536-832b-b3f7ad1b4c2c,2017-08-02 22:53:26.580+0000,Microsoft Build 2017 | Jet.com,//img.youtube.com/vi/8h6Xnl4yZMY/hqdefault.jpg,2017-08-02 22:53:26.580+0000,9480dd22-9bab-4601-8506-914fac04aa57
microsoft,49e4e9ab-e1a5-4d0e-adc9-705ded8ea0b3,2017-08-02 22:15:55.199+0000,Vigilant.IT on Azure Stack,//img.youtube.com/vi/vsnOCkk8wP0/hqdefault.jpg,2017-08-02 22:15:55.199+0000,5aa4d526-a732-4c21-a1b2-0b895d1a8524
microsoft,4b60ebe5-ada0-445c-8c18-9879ad1afe77,2017-08-02 23:01:42.937+0000,Tuesdays with Corey: Cloud Foundry is Generally Available on Azure,//img.youtube.com/vi/2oPmWUbLdAE/hqdefault.jpg,2017-08-02 23:01:42.937+0000,cc44e500-4e30-4d8c-84be-7b0faca5cd83
microsoft,4cb88e1d-b0c4-4630-8130-567f809e56af,2017-08-03 00:10:36.652+0000,Get Started with the Azure Portal and Azure App Service,//img.youtube.com/vi/mR4W0Y-MToA/hqdefault.jpg,2017-08-03 00:10:36.652+0000,0a1c853f-c38e-4574-93c4-6dbdd776e5c3
microsoft,4cd68c10-9440-47e2-a1a9-573c83317daa,2017-08-02 22:51:05.945+0000,Accelerate your journey to advanced analytics solutions,//img.youtube.com/vi/Napob7mVdEk/hqdefault.jpg,2017-08-02 22:51:05.945+0000,9dd24e95-97a3-4bab-a07b-c3bfb29972f0
microsoft,4d4267eb-1704-4784-a5a9-9ade23ceaa75,2017-08-02 22:55:40.101+0000,Build intelligent apps on Azure HDInsight,//img.youtube.com/vi/NzjqxIEzpAM/hqdefault.jpg,2017-08-02 22:55:40.101+0000,2edfedd7-9954-40c3-9b70-c3172080d5bb
microsoft,4d57379e-6322-4e10-a329-67b5af4b3efc,2017-08-03 00:30:32.160+0000,Add and Deploy to a Web App Using Visual Studio Community,//img.youtube.com/vi/2_ljKI3RoNU/hqdefault.jpg,2017-08-03 00:30:32.160+0000,a23734ac-a285-4355-a44b-0fd47a8082cd
microsoft,4df41b18-d1ea-486e-b535-36bf9b0dfe33,2017-08-02 23:21:40.003+0000,The Microsoft Cloud for State and Local Government: Azure 101,//img.youtube.com/vi/qhbg-sFdjqA/hqdefault.jpg,2017-08-02 23:21:40.003+0000,6b49628a-4257-4307-bb1f-11101df2bdd7
microsoft,4f89ee8c-c462-464d-bd3a-cbcead9d2818,2017-08-02 22:56:57.664+0000,Microsoft IoT for Smart Buildings,//img.youtube.com/vi/d55rBuB9D7s/hqdefault.jpg,2017-08-02 22:56:57.664+0000,9e279655-8e48-4c34-ac89-d7b518c8bb8b
microsoft,50874f4d-bd38-4ad8-9c95-59562fdf4c61,2017-08-02 22:49:39.462+0000,Microsoft Data Amp - Stories: dv01,//img.youtube.com/vi/IcZ0n3VSU1Y/hqdefault.jpg,2017-08-02 22:49:39.462+0000,7e12cf28-7935-4e90-b8ac-8207284c7b08
microsoft,50db0a44-2445-482a-9c61-700e92852680,2017-08-02 22:18:20.779+0000,Brad Anderson's Lunch Break / s5 e9 / Jeffrey Snover,//img.youtube.com/vi/yb8cGzPqDJg/hqdefault.jpg,2017-08-02 22:18:20.779+0000,8694e0b8-9e04-4b1a-bd7c-0baecdb0c677
